ORDERID,PRODUCTID,CUSTOMERID,UNITPRICE,QUANTITY,NETSALES,UNITCOST
7636,55,37,550,742,334642,412
7637,55,67,550,731,329681,412
7642,55,19,550,877,395527,412
7660,55,15,550,1076,485276,412
7668,55,101,550,1170,527670,412
7670,55,86,550,1292,582692,412
7678,55,69,550,468,211068,412
7689,46,14,79,1860,120491,59
7697,55,101,550,1170,527670,412
7698,55,27,550,2750,1240250,412
7711,46,6,79,1113,72100,59
7715,46,106,79,2417,156573,59
7715,55,106,550,965,435215,412
7716,55,114,550,1170,527670,412
7718,46,39,79,1714,111033,59
7768,55,74,550,649,292699,412
501,59,101,105,616,53038,78
511,39,105,42,197,6785,31
516,39,57,42,269,9264,31
557,39,90,42,210,7232,31
570,39,119,42,175,6027,31
573,39,49,42,279,9609,31
579,39,118,42,330,11365,31
594,59,19,105,671,57773,78
598,39,85,42,205,7060,31
606,39,15,42,233,8025,31
607,39,32,42,441,15188,31
609,39,102,42,258,8886,31
615,39,84,42,258,8886,31
615,59,84,105,859,73960,78
616,39,105,42,205,7060,31
619,59,28,105,775,66728,78
621,59,88,105,672,57859,78
630,59,45,105,510,43911,78
631,39,104,42,189,6509,31
637,39,67,42,226,7783,31
638,59,78,105,580,49938,78
640,39,103,42,252,8679,31
641,59,13,105,740,63714,78
642,39,52,42,184,6337,31
643,39,57,42,266,9161,31
646,59,97,105,915,78782,78
649,39,116,42,277,9540,31
650,39,70,42,170,5855,31
654,39,25,42,266,9161,31
657,39,61,42,348,11985,31
657,59,61,105,1160,99876,78
658,39,88,42,208,7164,31
661,59,115,105,510,43911,78
678,55,12,550,312,140712,412
682,59,85,105,705,60701,78
684,39,114,42,243,8369,31
699,59,112,105,831,71549,78
700,59,57,105,916,78868,78
705,59,52,105,636,54760,78
714,39,82,42,182,6268,31
716,59,119,105,629,54157,78
718,39,29,42,173,5958,31
719,59,37,105,881,75854,78
720,39,71,42,371,12777,31
721,59,30,105,576,49594,78
722,59,77,105,556,47872,78
729,39,1,42,424,14603,31
735,59,74,105,867,74649,78
740,39,54,42,154,5304,31
746,39,113,42,209,7198,31
746,59,113,105,697,60012,78
752,39,32,42,466,16049,31
760,59,118,105,1214,104525,78
790,39,7,42,292,10056,31
796,39,116,42,298,10263,31
819,59,80,105,902,77662,78
829,39,54,42,159,5476,31
831,59,106,105,867,74649,78
832,39,26,42,248,8541,31
843,39,50,42,182,6268,31
845,59,46,105,958,82484,78
852,39,115,42,167,5751,31
867,39,108,42,220,7577,31
869,59,18,105,578,49766,78
881,39,15,42,241,8300,31
898,59,21,105,539,46408,78
903,59,27,105,910,78351,78
912,39,67,42,233,8025,31
921,39,57,42,261,8989,31
923,39,82,42,200,6888,31
931,39,24,42,209,7198,31
932,39,25,42,244,8403,31
943,39,85,42,239,8231,31
958,59,32,105,1768,152225,78
976,59,48,105,596,51316,78
993,59,51,105,647,55707,78
4,55,7,550,250,112750,412
10,59,17,105,579,49852,78
25,39,34,42,288,9919,31
27,39,36,42,152,5235,31
32,39,42,42,216,7439,31
53,59,67,105,799,68794,78
59,39,73,42,184,6337,31
62,59,76,105,499,42964,78
74,39,93,42,472,16256,31
98,39,20,42,214,7370,31
103,39,112,42,228,7852,31
113,39,22,42,184,6337,31
119,39,105,42,230,7921,31
122,39,74,42,218,7508,31
133,59,40,105,599,51574,78
134,39,52,42,174,5993,31
139,59,5,105,1411,121487,78
141,39,24,42,180,6199,31
143,59,94,105,1358,116924,78
144,59,2,105,1118,96260,78
146,39,47,42,144,4959,31
168,39,80,42,200,6888,31
173,39,46,42,212,7301,31
177,39,30,42,162,5579,31
181,55,44,550,263,118613,412
192,39,37,42,202,6957,31
211,59,107,105,599,51574,78
212,39,1,42,384,13225,31
256,55,78,550,225,101475,412
260,59,59,105,842,72496,78
268,39,97,42,246,8472,31
272,39,74,42,238,8197,31
287,59,48,105,551,47441,78
290,39,72,42,167,5751,31
292,39,80,42,212,7301,31
296,39,120,42,271,9333,31
298,39,15,42,191,6578,31
302,59,93,105,1398,120368,78
317,39,105,42,173,5958,31
322,59,114,105,759,65350,78
323,39,11,42,173,5958,31
330,39,30,42,181,6234,31
330,59,30,105,602,51832,78
332,59,49,105,934,80417,78
338,39,120,42,282,9712,31
343,39,106,42,202,6957,31
348,39,61,42,363,12502,31
348,59,61,105,1210,104181,78
350,39,102,42,252,8679,31
360,59,95,105,1587,136641,78
372,39,16,42,146,5028,31
378,55,42,550,305,137555,412
382,39,9,42,218,7508,31
387,59,25,105,780,67158,78
392,39,84,42,249,8576,31
394,39,7,42,234,8059,31
396,39,37,42,228,7852,31
407,39,104,42,191,6578,31
411,59,16,105,500,43050,78
412,39,24,42,201,6922,31
426,39,52,42,166,5717,31
434,59,5,105,1453,125103,78
443,39,61,42,387,13328,31
445,59,78,105,520,44772,78
453,39,39,42,183,6303,31
461,39,97,42,271,9333,31
462,59,118,105,1011,87047,78
470,39,74,42,224,7715,31
471,59,53,105,897,77232,78
474,59,99,105,500,43050,78
475,39,12,42,224,7715,31
494,39,38,42,214,7370,31
498,59,25,105,835,71894,78
997,39,57,42,271,9333,31
1003,55,42,550,324,146124,412
1015,39,13,42,246,8472,31
1034,59,107,105,539,46408,78
1042,39,90,42,195,6716,31
1056,39,65,42,558,19218,31
1065,59,59,105,1113,95829,78
1074,39,45,42,180,6199,31
1077,59,9,105,761,65522,78
1079,55,19,550,344,155144,412
1084,39,34,42,431,14844,31
1087,59,53,105,1259,108400,78
1088,59,66,105,578,49766,78
1090,39,106,42,268,9230,31
1091,39,107,42,173,5958,31
1095,59,114,105,966,83173,78
1111,39,60,42,194,6681,31
1117,39,12,42,250,8610,31
1122,55,98,550,344,155144,412
1131,39,16,42,195,6716,31
1139,39,32,42,550,18942,31
1151,59,46,105,966,83173,78
1162,39,58,42,361,12433,31
1163,39,61,42,334,11503,31
1168,55,55,550,458,206558,412
1172,59,32,105,1728,148781,78
1175,59,80,105,1046,90061,78
1180,55,38,550,318,143418,412
1183,39,89,42,250,8610,31
1199,55,71,550,511,230461,412
1207,39,101,42,261,8989,31
1221,39,82,42,228,7852,31
1229,39,56,42,180,6199,31
1230,39,69,42,159,5476,31
1231,39,76,42,159,5476,31
1249,59,102,105,1117,96174,78
1263,59,18,105,566,48733,78
1264,39,56,42,185,6371,31
1271,39,78,42,163,5614,31
1272,39,81,42,403,13879,31
1273,39,92,42,327,11262,31
1273,59,92,105,1088,93677,78
1278,59,118,105,1428,122951,78
1289,39,105,42,255,8782,31
1296,39,59,42,375,12915,31
1300,39,35,42,725,24969,31
1319,39,82,42,244,8403,31
1334,39,42,42,248,8541,31
1342,39,5,42,640,22042,31
1348,39,105,42,264,9092,31
1353,59,32,105,1893,162987,78
1361,59,27,105,845,72755,78
1366,59,95,105,2236,192520,78
1368,39,16,42,215,7405,31
1375,59,78,105,558,48044,78
1399,39,71,42,344,11847,31
1407,39,30,42,254,8748,31
1407,59,30,105,845,72755,78
1408,39,55,42,344,11847,31
1420,39,110,42,300,10332,31
1421,59,114,105,1168,100565,78
1424,59,59,105,1248,107453,78
1429,59,81,105,1472,126739,78
1432,59,116,105,1441,124070,78
1436,39,32,42,606,20871,31
1441,39,2,42,424,14603,31
1455,39,5,42,711,24487,31
1458,39,99,42,173,5958,31
1461,39,16,42,186,6406,31
1463,39,75,42,456,15705,31
1466,39,86,42,454,15636,31
1466,59,86,105,1511,130097,78
1467,39,93,42,743,25589,31
1471,59,65,105,1760,151536,78
1508,39,42,42,250,8610,31
1517,39,58,42,417,14361,31
1527,39,99,42,164,5648,31
1536,59,29,105,870,74907,78
1540,39,69,42,180,6199,31
1551,39,11,42,271,9333,31
1558,39,79,42,385,13259,31
1559,39,81,42,456,15705,31
1564,39,85,42,262,9023,31
1568,39,12,42,241,8300,31
1593,39,53,42,324,11159,31
1603,59,100,105,1250,107625,78
1612,59,59,105,1276,109864,78
1621,39,116,42,478,16462,31
1624,59,71,105,1181,101684,78
1628,39,35,42,765,26347,31
1630,39,55,42,385,13259,31
1633,59,76,105,663,57084,78
1638,39,33,42,352,12123,31
1641,39,61,42,436,15016,31
1641,59,61,105,1452,125017,78
1642,39,110,42,345,11882,31
1644,39,49,42,315,10849,31
1647,39,92,42,375,12915,31
1649,39,107,42,204,7026,31
1654,39,69,42,199,6854,31
1657,39,80,42,329,11331,31
1662,39,34,42,440,15154,31
1673,59,43,105,579,49852,78
1697,39,79,42,422,14534,31
1704,59,65,105,1761,151622,78
1716,59,73,105,679,58462,78
1717,59,96,105,633,54501,78
1720,39,53,42,336,11572,31
1729,59,37,105,1204,103664,78
1737,39,92,42,389,13397,31
1743,59,57,105,1257,108228,78
1761,39,73,42,211,7267,31
1764,39,91,42,361,12433,31
1768,39,90,42,250,8610,31
1771,59,21,105,557,47958,78
1783,39,3,42,358,12330,31
1785,39,19,42,287,9884,31
1798,39,102,42,325,11193,31
1806,59,81,105,1570,135177,78
1817,59,79,105,1483,127686,78
1835,59,113,105,730,62853,78
1839,59,18,105,737,63456,78
1853,39,30,42,346,11916,31
1859,59,103,105,1467,126309,78
1861,39,61,42,476,16393,31
1872,59,39,105,949,81709,78
1873,39,43,42,193,6647,31
1879,59,53,105,1036,89200,78
1888,59,80,105,1240,106764,78
1892,39,76,42,226,7783,31
1894,59,9,105,620,53382,78
1903,59,77,105,769,66211,78
1926,59,1,105,2183,187956,78
1932,39,25,42,271,9333,31
1936,39,5,42,736,25348,31
1937,39,21,42,177,6096,31
1941,59,77,105,792,68191,78
1945,39,113,42,226,7783,31
1945,59,113,105,753,64833,78
1946,39,2,42,547,18839,31
1948,59,26,105,1040,89544,78
1954,39,99,42,170,5855,31
1954,59,99,105,567,48819,78
1959,39,52,42,376,12949,31
1963,39,117,42,402,13845,31
1964,59,9,105,607,52263,78
1967,39,31,42,475,16359,31
1981,39,53,42,331,11400,31
2028,39,41,42,213,7336,31
2037,39,76,42,240,8266,31
2039,39,106,42,285,9815,31
2042,59,49,105,1158,99704,78
2046,39,2,42,566,19493,31
2049,39,59,42,481,16566,31
2062,39,61,42,528,18184,31
2085,39,16,42,276,9505,31
2086,59,77,105,846,72841,78
2091,39,113,42,240,8266,31
2092,39,117,42,417,14361,31
2093,39,119,42,347,11951,31
2101,59,105,105,1046,90061,78
2102,59,27,105,1146,98671,78
2105,39,32,42,633,21801,31
2106,59,38,105,1046,90061,78
2117,59,103,105,1390,119679,78
2122,59,42,105,1110,95571,78
2125,39,120,42,584,20113,31
2125,59,120,105,1944,167378,78
2129,59,90,105,874,75251,78
2137,39,44,42,340,11710,31
2138,59,46,105,1318,113480,78
2140,39,93,42,811,27931,31
2142,59,12,105,950,81795,78
2167,39,83,42,173,5958,31
2184,59,112,105,1542,132766,78
2189,39,99,42,192,6612,31
2196,59,18,105,803,69138,78
2204,59,21,105,698,60098,78
2215,39,79,42,488,16807,31
2216,39,89,42,413,14224,31
2227,39,97,42,336,11572,31
2236,39,32,42,673,23178,31
2241,59,75,105,1575,135608,78
2245,39,57,42,516,17771,31
2246,59,62,105,1495,128720,78
2267,39,49,42,380,13087,31
2272,39,110,42,424,14603,31
2272,59,110,105,1412,121573,78
2273,39,119,42,386,13294,31
2277,39,97,42,348,11985,31
2289,59,65,105,2258,194414,78
2295,39,19,42,361,12433,31
2309,39,17,42,178,6130,31
2317,39,46,42,380,13087,31
2332,59,99,105,665,57257,78
2335,39,59,42,555,19114,31
2347,59,27,105,1206,103837,78
2358,39,50,42,213,7336,31
2368,39,120,42,624,21491,31
2387,39,67,42,349,12020,31
2395,39,35,42,892,30720,31
2395,59,35,105,2971,255803,78
2401,39,95,42,987,33992,31
2407,39,59,42,595,20492,31
2407,59,59,105,1982,170650,78
2408,39,70,42,344,11847,31
2415,39,81,42,496,17082,31
2436,59,68,105,1179,101512,78
2445,59,118,105,2076,178744,78
2446,59,2,105,2195,188990,78
2447,39,3,42,441,15188,31
2450,59,32,105,2476,213184,78
2468,39,81,42,496,17082,31
2474,39,75,42,471,16221,31
2483,39,100,42,466,16049,31
2485,39,13,42,362,12467,31
2488,39,109,42,213,7336,31
2493,59,114,105,1468,126395,78
2501,39,69,42,223,7680,31
2504,59,108,105,1237,106506,78
2518,59,93,105,3235,278534,78
2524,39,41,42,243,8369,31
2529,39,52,42,468,16118,31
2539,39,62,42,505,17392,31
2541,39,11,42,347,11951,31
2542,39,22,42,178,6130,31
2544,39,45,42,244,8403,31
2567,59,91,105,1493,128547,78
2568,59,17,105,612,52693,78
2588,39,69,42,236,8128,31
2592,59,110,105,1627,140085,78
2610,59,70,105,1266,109003,78
2611,39,76,42,309,10642,31
2637,39,36,42,209,7198,31
2639,39,118,42,644,22179,31
2652,39,14,42,294,10125,31
2661,59,70,105,1317,113394,78
2666,39,55,42,388,13363,31
2669,39,90,42,322,11090,31
2670,59,109,105,780,67158,78
2681,39,102,42,393,13535,31
2687,39,75,42,504,17358,31
2697,39,42,42,441,15188,31
2702,59,118,105,2144,184598,78
2709,59,104,105,1602,137932,78
2712,39,115,42,322,11090,31
2712,59,115,105,1073,92385,78
2720,39,64,42,504,17358,31
2721,39,74,42,478,16462,31
2728,39,60,42,270,9299,31
2741,39,41,42,244,8403,31
2752,59,110,105,1678,144476,78
2789,59,46,105,1508,129839,78
2818,39,51,42,186,6406,31
2825,39,116,42,664,22868,31
2827,59,1,105,3373,290415,78
2865,39,113,42,332,11434,31
2872,59,68,105,1303,112188,78
2875,39,118,42,630,21697,31
2876,39,53,42,376,12949,31
2878,39,100,42,491,16910,31
2880,59,115,105,1124,96776,78
2886,39,41,42,238,8197,31
2899,59,75,105,1704,146714,78
2900,39,101,42,378,13018,31
2903,39,117,42,411,14155,31
2905,39,6,42,186,6406,31
2928,39,25,42,363,12502,31
2932,39,112,42,512,17633,31
3425,55,71,550,718,323818,412
3433,59,110,105,1798,154808,78
3461,59,92,105,1923,165570,78
3472,39,102,42,504,17358,31
3473,59,107,105,1195,102890,78
3478,59,101,105,1438,123812,78
3486,59,40,105,899,77404,78
3494,39,57,42,552,19011,31
3505,39,110,42,513,17668,31
3517,39,86,42,732,25210,31
3519,39,100,42,540,18598,31
3547,59,102,105,1510,130011,78
3550,59,52,105,1798,154808,78
3552,59,78,105,764,65780,78
3558,59,94,105,3596,309616,78
3570,39,28,42,710,24452,31
3584,39,14,42,411,14155,31
3598,39,20,42,235,8093,31
3600,59,31,105,3228,277931,78
3607,39,2,42,1052,36231,31
1022,18,30,300,30,7380,225
3630,39,89,42,680,23419,31
3648,39,105,42,520,17909,31
1024,18,74,300,44,10824,225
3656,59,78,105,811,69827,78
1029,18,86,300,49,12054,225
3663,59,22,105,1030,88683,78
1030,18,16,300,26,6396,225
3683,59,50,105,1149,98929,78
3686,39,86,42,756,26037,31
1031,18,58,300,45,11070,225
3688,39,109,42,260,8954,31
1040,18,80,300,44,10824,225
3708,59,89,105,2352,202507,78
1041,18,44,300,45,11070,225
3723,59,93,105,3648,314093,78
1042,18,90,300,29,7134,225
3726,59,1,105,2973,255975,78
1043,41,98,90,812,59926,67
3731,39,109,42,268,9230,31
1056,18,65,300,83,20418,225
3732,39,9,42,279,9609,31
1088,41,66,90,578,42656,67
3738,59,32,105,3173,273195,78
3739,39,41,42,361,12433,31
1104,41,97,90,1193,88043,67
3744,39,92,42,520,17909,31
1110,41,115,90,636,46937,67
3756,39,38,42,548,18873,31
1123,18,105,300,34,8364,225
3763,39,2,42,1096,37746,31
1128,18,88,300,36,8856,225
3766,39,15,42,548,18873,31
1131,18,16,300,29,7134,225
3768,39,51,42,252,8679,31
1132,41,34,90,1479,109150,67
3770,59,5,105,2936,252790,78
1152,18,68,300,41,10086,225
3772,59,75,105,1824,157046,78
3773,39,93,42,1096,37746,31
1160,41,37,90,1017,75055,67
3783,59,52,105,1584,136382,78
1161,18,57,300,43,10578,225
3801,59,11,105,1631,140429,78
1163,18,61,300,50,12300,225
3810,59,12,105,1379,118732,78
1165,18,100,300,49,12054,225
3823,59,95,105,3541,304880,78
1170,41,13,90,871,64280,67
3831,39,120,42,744,25623,31
1177,41,24,90,797,58819,67
3841,39,76,42,439,15119,31
1182,41,67,90,812,59926,67
3843,39,86,42,744,25623,31
1188,41,59,90,1154,85165,67
3843,59,86,105,2479,213442,78
3853,39,115,42,448,15429,31
1195,18,28,300,51,12546,225
3862,39,118,42,784,27001,31
1197,18,108,300,33,8118,225
3868,59,43,105,978,84206,78
1221,41,82,90,761,56162,67
3888,39,45,42,453,15601,31
1238,18,8,300,31,7626,225
3891,59,35,105,2758,237464,78
1239,18,42,300,38,9348,225
3893,39,109,42,249,8576,31
1248,18,90,300,31,7626,225
2938,39,44,42,399,13742,31
1258,18,52,300,38,9348,225
2939,39,77,42,276,9505,31
1264,18,56,300,27,6642,225
2945,59,53,105,1314,113135,78
1268,18,34,300,67,16482,225
2946,39,73,42,366,12605,31
1272,18,81,300,59,14514,225
2956,39,114,42,447,15395,31
1278,18,118,300,64,15744,225
2958,39,56,42,489,16841,31
1282,18,106,300,39,9594,225
2964,59,59,105,2162,186148,78
1299,18,116,300,60,14760,225
2968,59,28,105,2276,195964,78
1301,41,71,90,1355,99999,67
2969,39,33,42,478,16462,31
1336,41,103,90,1162,85756,67
2976,39,1,42,826,28447,31
1343,18,13,300,36,8856,225
2981,59,96,105,994,85583,78
1349,18,19,300,41,10086,225
2983,59,7,105,1392,119851,78
1350,18,52,300,39,9594,225
2986,59,36,105,795,68450,78
1351,18,56,300,29,7134,225
2990,59,93,105,3462,298078,78
1353,41,32,90,1893,139703,67
2992,39,115,42,358,12330,31
1372,18,25,300,43,10578,225
2997,39,63,42,904,31134,31
3005,39,9,42,231,7956,31
1374,18,75,300,66,16236,225
1398,18,56,300,30,7380,225
3006,39,62,42,618,21284,31
3011,39,13,42,460,15842,31
1402,18,13,300,37,9102,225
3026,55,22,550,296,133496,412
1409,41,62,90,2415,178227,67
3030,59,88,105,1650,142065,78
1425,18,7,300,61,15006,225
3032,59,39,105,1418,122090,78
1430,18,102,300,50,12300,225
3034,59,79,105,1730,148953,78
1433,18,74,300,54,13284,225
3036,39,55,42,447,15395,31
1436,18,32,300,90,22140,225
3040,39,109,42,247,8507,31
1442,41,9,90,622,45904,67
3066,59,93,105,3462,298078,78
1446,18,68,300,49,12054,225
3072,39,33,42,494,17013,31
3082,39,15,42,507,17461,31
1478,18,28,300,44,10824,225
3088,59,119,105,1547,133197,78
1482,18,70,300,31,7626,225
3102,39,64,42,540,18598,31
1488,18,32,300,93,22878,225
3123,59,39,105,1340,115374,78
1500,18,15,300,48,11808,225
3124,59,44,105,1323,113910,78
1504,18,110,300,48,11808,225
3128,59,119,105,1468,126395,78
1507,18,33,300,49,12054,225
3131,59,22,105,795,68450,78
1511,41,96,90,554,40885,67
3138,39,14,42,356,12261,31
3140,39,74,42,520,17909,31
1512,18,103,300,57,14022,225
3141,39,115,42,371,12777,31
1519,18,119,300,39,9594,225
3153,39,88,42,513,17668,31
1524,18,57,300,49,12054,225
3166,39,21,42,297,10229,31
1529,18,61,300,61,15006,225
3174,39,52,42,476,16393,31
1530,41,62,90,2641,194906,67
3184,39,23,42,516,17771,31
1534,17,4,250,114,23370,187
3186,39,62,42,680,23419,31
1539,18,82,300,36,8856,225
3203,59,98,105,1734,149297,78
3210,39,118,42,676,23281,31
1541,18,70,300,32,7872,225
3233,39,65,42,946,32580,31
1544,41,1,90,1867,137785,67
3238,59,40,105,823,70860,78
1545,18,7,300,63,15498,225
3260,39,69,42,300,10332,31
1548,41,67,90,986,72767,67
3274,39,68,42,414,14258,31
1554,41,95,90,2337,172471,67
3276,39,83,42,279,9609,31
1555,18,13,300,34,8364,225
3281,39,26,42,598,20595,31
1556,18,31,300,55,13530,225
3284,59,61,105,2780,239358,78
1558,41,79,90,1282,94612,67
3286,39,71,42,532,18322,31
1559,41,81,90,1518,112028,67
3301,59,21,105,1026,88339,78
3303,39,109,42,281,9678,31
1569,41,14,90,599,44206,67
3303,59,109,105,938,80762,78
1571,18,101,300,41,10086,225
3313,59,112,105,1654,142409,78
1577,18,27,300,45,11070,225
3317,59,55,105,1699,146284,78
1596,18,120,300,80,19680,225
3321,59,111,105,699,60184,78
1601,41,86,90,1610,118818,67
3343,59,87,105,948,81623,78
1604,18,107,300,28,6888,225
3357,59,46,105,1438,123812,78
1614,18,69,300,28,6888,225
3375,39,104,42,540,18598,31
1618,18,102,300,43,10578,225
3377,39,9,42,248,8541,31
3380,39,73,42,421,14499,31
3385,59,24,105,845,72755,78
1623,41,38,90,988,72914,67
3390,39,111,42,205,7060,31
1641,18,61,300,64,15744,225
3394,39,70,42,421,14499,31
1643,18,28,300,49,12054,225
3396,59,93,105,3596,309616,78
1656,41,77,90,810,59778,67
3401,59,16,105,1114,95915,78
1664,18,46,300,45,11070,225
3403,39,25,42,399,13742,31
1675,18,113,300,30,7380,225
3408,39,2,42,928,31960,31
1679,18,81,300,68,16728,225
3900,39,88,42,603,20767,31
1698,18,80,300,49,12054,225
3909,39,92,42,554,19080,31
1701,18,78,300,26,6396,225
3915,59,102,105,1864,160490,78
1704,41,65,90,1761,129962,67
3920,39,42,42,445,15326,31
1706,18,102,300,44,10824,225
3929,39,2,42,1120,38573,31
1736,18,88,300,38,9348,225
3931,39,44,42,436,15016,31
1739,41,7,90,1420,104796,67
3932,59,85,105,1836,158080,78
3936,59,33,105,2106,181327,78
1740,18,30,300,45,11070,225
3958,59,6,105,801,68966,78
1744,41,63,90,1915,141327,67
3963,39,40,42,319,10986,31
1747,18,114,300,45,11070,225
3963,59,40,105,1062,91438,78
1752,18,66,300,26,6396,225
3965,59,73,105,1453,125103,78
1772,41,28,90,1248,92102,67
3974,59,16,105,1043,89802,78
1783,18,3,300,53,13038,225
3984,59,90,105,1944,167378,78
1785,41,19,90,957,70627,67
3988,59,58,105,2676,230404,78
1788,41,46,90,1106,81623,67
4006,39,7,42,539,18563,31
1795,18,71,300,57,14022,225
4011,59,86,105,2635,226874,78
1830,18,101,300,36,8856,225
4012,39,92,42,590,20320,31
1846,18,67,300,51,12546,225
4018,59,95,105,3782,325630,78
1853,41,30,90,1154,85165,67
4037,39,39,42,539,18563,31
4045,59,100,105,1890,162729,78
1856,41,11,90,839,61918,67
4047,39,56,42,659,22696,31
1859,18,103,300,65,15990,225
4049,39,93,42,1136,39124,31
1860,41,45,90,573,42287,67
4053,39,119,42,679,23385,31
1868,41,100,90,1248,92102,67
4054,39,11,42,536,18460,31
1880,17,56,250,55,11275,187
4060,59,43,105,1077,92730,78
1881,17,79,250,92,18860,187
4065,39,38,42,568,19562,31
1888,18,80,300,55,13530,225
4069,59,71,105,1890,162729,78
1895,18,25,300,38,9348,225
4074,39,20,42,261,8989,31
1906,18,116,300,78,19188,225
4086,39,86,42,804,27690,31
4096,59,2,105,3782,325630,78
1908,41,63,90,2120,156456,67
4100,39,24,42,320,11021,31
1915,18,91,300,56,13776,225
4102,59,45,105,1502,129322,78
1920,18,69,300,30,7380,225
4104,59,67,105,1890,162729,78
1920,41,69,90,690,50922,67
4114,59,23,105,1890,162729,78
1939,18,34,300,71,17466,225
4123,39,77,42,346,11916,31
1940,18,68,300,42,10332,225
4126,39,6,42,255,8782,31
1943,18,91,300,58,14268,225
4131,59,84,105,746,64231,78
4136,59,34,105,1872,161179,78
4141,39,75,42,568,19562,31
4150,59,74,105,1890,162729,78
4160,59,119,105,2435,209654,78
1964,41,9,90,607,44797,67
4167,39,39,42,531,18288,31
4171,39,101,42,516,17771,31
1979,18,43,300,30,7380,225
4171,59,101,105,1719,148006,78
1979,41,43,90,687,50701,67
4179,39,35,42,869,29928,31
1983,41,59,90,1545,114021,67
4185,59,2,105,3782,325630,78
1984,41,60,90,738,54464,67
4187,59,44,105,1294,111413,78
1989,41,33,90,1262,93136,67
4203,55,83,550,497,224147,412
4208,39,21,42,339,11675,31
1990,41,48,90,759,56014,67
4215,39,6,42,270,9299,31
2001,18,104,300,55,13530,225
4221,39,81,42,567,19527,31
2005,41,105,90,1102,81328,67
4232,39,100,42,576,19837,31
2010,18,50,300,26,6396,225
4237,39,63,42,1152,39675,31
4240,39,116,42,786,27070,31
2011,41,58,90,1526,112619,67
4244,39,34,42,547,18839,31
2016,41,71,90,1414,104353,67
4262,59,105,105,1822,156874,78
2026,18,28,300,64,15744,225
4273,59,115,105,1630,140343,78
2032,41,93,90,2604,192175,67
4275,59,21,105,1169,100651,78
2034,41,24,90,168,12398,67
4286,39,23,42,547,18839,31
2050,18,88,300,46,11316,225
4290,39,85,42,576,19837,31
2065,18,87,300,36,8856,225
4294,39,73,42,457,15739,31
2068,18,79,300,72,17712,225
4295,39,96,42,552,19011,31
2068,41,79,90,1598,117932,67
2079,41,86,90,1944,143467,67
4296,59,99,105,1122,96604,78
2081,18,101,300,40,9840,225
2090,18,112,300,65,15990,225
2098,41,46,90,1270,93726,67
2103,18,35,300,112,27552,225
2110,41,67,90,1070,78966,67
2115,18,60,300,33,8118,225
2118,18,115,300,37,9102,225
2127,18,37,300,64,15744,225
2158,18,86,300,86,21156,225
2181,41,14,90,755,55719,67
2195,18,15,300,61,15006,225
4299,39,49,42,576,19837,31
2199,41,56,90,1135,83763,67
4308,59,19,105,1918,165140,78
2203,41,119,90,1246,91955,67
4310,59,42,105,1697,146112,78
2205,18,70,300,47,11562,225
4314,39,110,42,527,18150,31
2216,18,89,300,61,15006,225
4317,59,32,105,3663,315384,78
2233,18,86,300,90,22140,225
4318,39,37,42,567,19527,31
2234,18,101,300,43,10578,225
4322,39,90,42,674,23213,31
2237,18,35,300,118,29028,225
4331,39,111,42,233,8025,31
2238,18,80,300,60,14760,225
4336,59,31,105,2896,249346,78
2238,41,80,90,1356,100073,67
4339,39,60,42,621,21387,31
2246,18,62,300,67,16482,225
4340,39,68,42,576,19837,31
2247,18,91,300,56,13776,225
4344,39,39,42,558,19218,31
2249,41,108,90,1079,79630,67
4349,59,93,105,3836,330280,78
2250,18,112,300,70,17220,225
4354,39,84,42,239,8231,31
2258,41,90,90,944,69667,67
4361,39,28,42,828,28516,31
2280,18,69,300,32,7872,225
4367,59,12,105,1697,146112,78
2284,18,2,300,92,22632,225
4373,59,38,105,1918,165140,78
2298,41,42,90,1185,87453,67
4380,39,55,42,535,18425,31
2313,41,93,90,2957,218227,67
4395,59,13,105,1918,165140,78
2314,41,100,90,1469,108412,67
4398,59,37,105,1793,154377,78
2321,18,21,300,29,7134,225
4415,39,104,42,588,20251,31
4416,59,17,105,910,78351,78
2327,41,110,90,1461,107822,67
4417,59,45,105,1595,137330,78
2328,18,26,300,51,12546,225
2330,41,45,90,722,53284,67
4425,59,73,105,1674,144131,78
2331,41,85,90,1218,89888,67
4430,59,85,105,1958,168584,78
4433,39,117,42,817,28137,31
2336,41,76,90,917,67675,67
4449,59,65,105,3916,337168,78
2357,18,39,300,50,12300,225
4455,59,49,105,1958,168584,78
2361,41,94,90,2691,198596,67
2373,18,52,300,67,16482,225
4458,39,88,42,659,22696,31
2381,41,74,90,1600,118080,67
4489,39,90,42,723,24900,31
2392,18,118,300,92,22632,225
4511,39,25,42,308,10608,31
2393,18,7,300,66,16236,225
4515,39,61,42,1099,37850,31
2402,41,99,90,709,52324,67
4521,59,80,105,1958,168584,78
4531,59,56,105,2465,212237,78
2407,18,59,300,87,21402,225
4532,39,75,42,588,20251,31
2417,18,108,300,53,13038,225
2419,18,113,300,39,9594,225
4536,39,18,42,449,15464,31
2425,41,25,90,1047,77269,67
4551,39,48,42,496,17082,31
4561,55,1,550,1564,705364,412
2432,41,5,90,2724,201031,67
4571,39,46,42,543,18701,31
4581,39,50,42,432,14878,31
4589,39,90,42,749,25796,31
4590,59,108,105,1958,168584,78
4612,39,59,42,880,30307,31
4614,39,86,42,484,16669,31
4617,59,9,105,1081,93074,78
